N,x_resid_ln_fs8
-3.6892024692851217,-0.0005736866829822024
-3.6883388919280793,-0.0005734056820822647
-3.687475314571037,-0.0005731241133139081
-3.6866117372139944,-0.0005728419774431795
-3.685748159856952,-0.0005725592752334821
-3.6848845824999095,-0.0005722760074495306
-3.6840210051428675,-0.000571992174852487
-3.683157427785825,-0.0005717077782044222
-3.6822938504287825,-0.0005714228182651659
-3.68143027307174,-0.0005711372957949989
-3.6805666957146976,-0.0005708512115519745
-3.679703118357655,-0.0005705645662928346
-3.6788395410006127,-0.0005702773607747444
-3.6779759636435707,-0.0005699895957522044
-3.6771123862865283,-0.0005697012719801803
-3.676248808929486,-0.0005694123902122844
-3.6753852315724433,-0.0005691229512003529
-3.674521654215401,-0.0005688329556957986
-3.6736580768583584,-0.0005685424044491252
-3.672794499501316,-0.0005682512982095045
-3.6719309221442735,-0.0005679596377252405
-3.6710673447872315,-0.0005676674237441726
-3.670203767430189,-0.0005673746570128146
-3.6693401900731466,-0.0005670813382750092
-3.668476612716104,-0.0005667874682772842
-3.6676130353590617,-0.0005664930477617056
-3.6667494580020192,-0.0005661980774712277
-3.665885880644977,-0.0005659025581470495
-3.6650223032879343,-0.0005656064905299046
-3.6641587259308923,-0.0005653098753587507
-3.66329514857385,-0.0005650127133730101
-3.6624315712168074,-0.0005647150053094199
-3.661567993859765,-0.0005644167519047172
-3.6607044165027225,-0.0005641179538943275
-3.65984083914568,-0.0005638186120132116
-3.6589772617886376,-0.0005635187269950048
-3.6581136844315956,-0.0005632182995715593
-3.657250107074553,-0.0005629173304760801
-3.6563865297175107,-0.0005626158204373108
-3.655522952360468,-0.0005623137701871034
-3.6546593750034257,-0.0005620111804524458
-3.6537957976463833,-0.0005617080519620815
-3.652932220289341,-0.0005614043854429776
-3.6520686429322984,-0.0005611001816203456
-3.6512050655752564,-0.0005607954412193764
-3.650341488218214,-0.0005604901649639282
-3.6494779108611715,-0.0005601843535778805
-3.648614333504129,-0.0005598780077815391
-3.6477507561470865,-0.000559571128297881
-3.646887178790044,-0.0005592637158458799
-3.6460236014330016,-0.00055895577114453
-3.645160024075959,-0.000558647294913249
-3.644296446718917,-0.0005583382878683457
-3.6434328693618747,-0.00055802875072615
-3.6425692920048323,-0.0005577186842025267
-3.64170571464779,-0.0005574080890115643
-3.6408421372907473,-0.0005570969658669281
-3.639978559933705,-0.0005567853154809302
-3.6391149825766624,-0.0005564731385654387
-3.6382514052196204,-0.0005561604358305661
-3.637387827862578,-0.0005558472079864041
-3.6365242505055355,-0.0005555334557421632
-3.635660673148493,-0.0005552191798048264
-3.6347970957914506,-0.0005549043808818419
-3.633933518434408,-0.0005545890596784162
-3.6330699410773657,-0.0005542732169010883
-3.6322063637203232,-0.0005539568532519773
-3.6313427863632812,-0.0005536399694358457
-3.6304792090062388,-0.0005533225661543476
-3.6296156316491963,-0.0005530046441082695
-3.628752054292154,-0.0005526862039992655
-3.6278884769351114,-0.0005523672465258811
-3.627024899578069,-0.0005520477723862383
-3.6261613222210265,-0.0005517277822788824
-3.625297744863984,-0.0005514072769001455
-3.624434167506942,-0.0005510862569454641
-3.6235705901498996,-0.000550764723109852
-3.622707012792857,-0.0005504426760874134
-3.6218434354358147,-0.0005501201165709207
-3.620979858078772,-0.0005497970452522788
-3.6201162807217298,-0.0005494734628229275
-3.6192527033646873,-0.0005491493699729746
-3.6183891260076453,-0.0005488247673921046
-3.617525548650603,-0.0005484996557682045
-3.6166619712935604,-0.0005481740357896059
-3.615798393936518,-0.0005478479081415522
-3.6149348165794755,-0.0005475212735110424
-3.614071239222433,-0.000547194132581974
-3.6132076618653906,-0.0005468664860391256
-3.612344084508348,-0.0005465383345646321
-3.611480507151306,-0.0005462096788410517
-3.6106169297942636,-0.0005458805195487221
-3.609753352437221,-0.0005455508573693341
-3.6088897750801787,-0.000545220692981005
-3.6080261977231363,-0.0005448900270627402
-3.607162620366094,-0.0005445588602922338
-3.6062990430090514,-0.0005442271933458268
-3.605435465652009,-0.0005438950268998599
-3.604571888294967,-0.0005435623616289187
-3.6037083109379244,-0.0005432291982066795
-3.602844733580882,-0.0005428955373059374
-3.6019811562238395,-0.0005425613796003689
-3.601117578866797,-0.0005422267257605626
-3.6002540015097546,-0.0005418915764557539
-3.599390424152712,-0.0005415559323573987
-3.59852684679567,-0.0005412197941329772
-3.5976632694386277,-0.0005408831624512805
-3.5967996920815852,-0.0005405460379779917
