x_m,m_exponent,h_m
0.03409090909090909,4,8.644389044464174e-08
0.03636363636363636,4,1.1190492452701315e-07
0.038636363636363635,4,1.4261491701386516e-07
0.04090909090909091,4,1.7925005122600916e-07
0.04318181818181818,4,2.2252749129157844e-07
0.045454545454545456,4,2.732053821460283e-07
0.04772727272727272,4,3.3208284953213564e-07
0.049999999999999996,4,3.999999999999999e-07
0.05227272727272727,4,4.778379209070418e-07
0.05454545454545454,4,5.665186804180041e-07
0.056818181818181816,4,6.670053275049517e-07
0.05909090909090909,4,7.803018919472712e-07
0.06136363636363636,4,9.074533843316713e-07
0.06363636363636363,4,1.0495457960521816e-06
0.0659090909090909,4,1.207706099310156e-06
0.06818181818181818,4,1.3831022471142679e-06
0.07045454545454545,4,1.576943173280513e-06
0.07272727272727272,4,1.7904787924322104e-06
0.075,4,2.0249999999999997e-06
0.07727272727272727,4,2.2818386722218426e-06
0.07954545454545454,4,2.562367666143023e-06
0.08181818181818182,4,2.8680008196161466e-06
0.08409090909090909,4,3.2001929513011404e-06
0.08636363636363636,4,3.560439860665255e-06
0.08863636363636364,4,3.950278327983061e-06
0.09090909090909091,4,4.371286114336453e-06
0.09318181818181817,4,4.825081961614642e-06
0.09545454545454544,4,5.31332559251417e-06
0.09772727272727272,4,5.837717710538895e-06
0.09999999999999999,4,6.399999999999998e-06
0.10227272727272727,4,7.00195512601598e-06
0.10454545454545454,4,7.645406734512668e-06
0.10681818181818181,4,8.332219452223208e-06
0.10909090909090909,4,9.064298886688065e-06
0.11136363636363636,4,9.843591626255035e-06
0.11363636363636363,4,1.0672085240079227e-05
0.1159090909090909,4,1.1551808278123079e-05
0.11818181818181818,4,1.2484830271156339e-05
0.12045454545454545,4,1.3473261730756095e-05
0.12272727272727273,4,1.451925414930674e-05
0.125,4,1.5625e-05
0.12727272727272726,4,1.6792732736834906e-05
0.12954545454545455,4,1.8024726794617852e-05
0.1318181818181818,4,1.9323297588962497e-05
0.1340909090909091,4,2.0690801516289873e-05
0.13636363636363635,4,2.2129635953828286e-05
0.13863636363636364,4,2.364223925961342e-05
0.1409090909090909,4,2.523109077248821e-05
0.1431818181818182,4,2.6898710812103004e-05
0.14545454545454545,4,2.8647660678915367e-05
0.1477272727272727,4,3.0480542654190273e-05
0.15,4,3.2399999999999995e-05
0.15227272727272725,4,3.440871695922408e-05
0.15454545454545454,4,3.650941875554948e-05
0.1568181818181818,4,3.870487159347037e-05
0.1590909090909091,4,4.0997882658288365e-05
0.16136363636363635,4,4.3391300116112265e-05
